Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,300.00,300.00,300.00,300.00,300.00,0
2021-11-03,300.00,300.00,300.00,300.00,300.00,0
2021-11-02,300.00,300.00,300.00,300.00,300.00,0
2021-11-01,330.0,300.0,300.0,300.0,300.0,100.0
2021-10-31,330.00,330.00,330.00,330.00,330.00,0
