Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,85.00,85.00,85.00,85.00,85.00,0
2021-11-03,85.0,85.0,85.0,85.0,85.0,500.0
2021-11-02,90.0,85.0,85.0,85.0,85.0,100.0
2021-11-01,85.0,90.0,90.0,90.0,90.0,500.0
2021-10-31,85.00,85.00,85.00,85.00,85.00,0
