Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,"1,968.60","1,956.28","1,956.28","1,956.28","1,956.28",0
2021-11-03,"1,958.66","1,968.60","1,968.60","1,968.60","1,968.60",0
2021-11-02,"1,972.02","1,958.66","1,958.66","1,958.66","1,958.66",0
2021-11-01,"1,961.33","1,972.02","1,972.02","1,972.02","1,972.02",0
2021-10-31,"1,960.30","1,961.33","1,961.33","1,961.33","1,961.33",0
