Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,1.3,1.3,1.3,1.3,1.3,100.0
2021-11-03,1.31,1.30,1.30,1.30,1.30,"9,400"
2021-11-02,1.32,1.26,1.35,1.31,1.31,"1,100"
2021-11-01,1.35,1.26,1.35,1.32,1.32,300.0
2021-10-31,1.27,1.35,1.35,1.35,1.35,500.0
