Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,36.05,36.00,37.00,36.75,36.75,"1,100"
2021-11-03,36.15,36.00,36.15,36.05,36.05,"3,300"
2021-11-02,36.75,36.00,36.65,36.15,36.15,"13,900"
2021-11-01,36.65,36.50,37.00,36.75,36.75,"8,300"
2021-10-31,36.45,36.45,37.00,36.65,36.65,"2,200"
