Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,32.00,32.00,32.00,32.00,32.00,0
2021-11-03,32.75,32.0,32.0,32.0,32.0,500.0
2021-11-02,32.00,30.50,33.00,32.75,32.75,"28,400"
2021-11-01,32.0,32.0,32.0,32.0,32.0,200.0
2021-10-31,30.9,32.0,32.0,32.0,32.0,100.0
