Date,Open,Low,High,Close,Adj Close,Volume
2021-11-04,430.0,429.0,430.0,429.5,429.5,200.0
2021-11-03,430.00,430.00,430.00,430.00,430.00,"10,100"
2021-11-02,430.00,430.00,430.00,430.00,430.00,"69,500"
2021-11-01,430.00,430.00,435.00,430.00,430.00,"18,200"
2021-10-31,430.00,430.00,430.00,430.00,430.00,"1,000"
